Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Type of Payment code,Vehicle Code
2782,Wed Aug 18 00:48:37 2021,8176976,CAR,2781,Sat A
2783,Sat Aug  7 02:53:00 2021,8380400,CAR,2782,Wed A
2784,Sat Jul 31 00:57:44 2021,2381258,VAN,2783,Sat A
2785,Fri Aug 13 08:24:14 2021,652968,VAN,2784,Sat J
2786,Thu Jul 29 19:51:24 2021,27178,CAR,2785,Fri A
2787,Tue Aug 17 07:12:50 2021,9019046,CAR,2786,Thu J
2788,Sat Aug 14 04:48:55 2021,6919300,TRUCK,2787,Tue A
2789,Mon Aug  2 03:09:09 2021,8236303,TRUCK,2788,Sat A
2790,Sat Jul 31 18:46:28 2021,8790811,CAR,2789,Mon A
2791,Tue Aug 10 14:02:09 2021,5725462,TRUCK,2790,Sat J
2792,Mon Aug  2 14:18:21 2021,3166479,CAR,2791,Tue A
2793,Mon Aug 16 07:44:22 2021,2336060,CAR,2792,Mon A
2794,Sun Aug  8 16:44:11 2021,7300971,CAR,2793,Mon A
2795,Mon Aug 16 06:46:47 2021,5036292,CAR,2794,Sun A
2796,Mon Aug  2 15:28:14 2021,56342,CAR,2795,Mon A
2797,Sat Aug 14 13:41:19 2021,9022041,CAR,2796,Mon A
2798,Tue Aug 10 02:30:49 2021,565508,TRUCK,2797,Sat A
2799,Wed Aug  4 01:27:09 2021,6548394,CAR,2798,Tue A
2800,Fri Jul 30 20:00:14 2021,291552,CAR,2799,Wed A
2801,Sat Aug  7 07:50:31 2021,3480875,TRUCK,2800,Fri J
2802,Sun Aug 15 14:46:48 2021,4352375,VAN,2801,Sat A
2803,Wed Aug 18 20:14:30 2021,8085096,VAN,2802,Sun A
2804,Tue Aug  3 19:43:37 2021,898290,TRUCK,2803,Wed A
2805,Fri Aug 20 14:18:20 2021,5026699,TRUCK,2804,Tue A
2806,Wed Aug 11 08:37:16 2021,6093454,CAR,2805,Fri A
2807,Sat Aug 21 13:36:55 2021,3160757,CAR,2806,Wed A
2808,Mon Aug 16 10:10:24 2021,8591194,TRUCK,2807,Sat A
2809,Mon Aug  2 17:35:48 2021,3771364,CAR,2808,Mon A
2810,Fri Aug 13 10:29:43 2021,4059948,TRUCK,2809,Mon A
2811,Thu Aug 12 17:05:39 2021,7438213,CAR,2810,Fri A
2812,Fri Jul 30 01:37:42 2021,2151785,VAN,2811,Thu A
2813,Sun Aug  8 15:37:48 2021,8930261,CAR,2812,Fri J
2814,Wed Aug  4 10:16:13 2021,848357,CAR,2813,Sun A
2815,Fri Aug  6 09:57:48 2021,1314858,CAR,2814,Wed A
2816,Thu Aug 12 07:43:05 2021,2055196,CAR,2815,Fri A
2817,Mon Aug 16 12:38:02 2021,2688320,CAR,2816,Thu A
2818,Wed Aug  4 16:25:26 2021,4509179,TRUCK,2817,Mon A
2819,Sun Aug 22 03:50:26 2021,8009184,TRUCK,2818,Wed A
2820,Tue Aug  3 13:23:54 2021,9378564,TRUCK,2819,Sun A
2821,Tue Aug 17 07:51:18 2021,5414285,VAN,2820,Tue A
2822,Mon Aug  9 14:19:00 2021,9482885,TRUCK,2821,Tue A
2823,Tue Aug 10 04:03:48 2021,226824,CAR,2822,Mon A
2824,Tue Aug 10 20:50:38 2021,6608771,TRUCK,2823,Tue A
2825,Fri Jul 30 02:44:16 2021,8017386,TRUCK,2824,Tue A
2826,Mon Aug  2 15:15:58 2021,126909,CAR,2825,Fri J
2827,Wed Aug  4 11:09:10 2021,2839846,TRUCK,2826,Mon A
2828,Thu Aug  5 07:49:53 2021,833041,CAR,2827,Wed A
2829,Tue Aug 10 14:23:33 2021,9349469,CAR,2828,Thu A
2830,Tue Aug 10 21:14:07 2021,2380250,CAR,2829,Tue A
2831,Thu Aug 19 00:22:48 2021,4121107,VAN,2830,Tue A
2832,Wed Aug 18 20:31:08 2021,7244230,CAR,2831,Thu A
2833,Mon Aug  9 16:12:33 2021,6860644,CAR,2832,Wed A
2834,Mon Aug 16 16:00:58 2021,3809719,TRUCK,2833,Mon A
2835,Tue Aug 17 22:52:16 2021,2696312,CAR,2834,Mon A
2836,Fri Aug  6 15:15:10 2021,9035254,CAR,2835,Tue A
2837,Thu Aug 12 02:55:35 2021,7248809,TRUCK,2836,Fri A
2838,Mon Aug  2 21:19:15 2021,7674003,TRUCK,2837,Thu A
2839,Fri Aug  6 21:50:55 2021,2582592,CAR,2838,Mon A
2840,Tue Aug  3 08:22:10 2021,642392,CAR,2839,Fri A
2841,Fri Jul 30 19:11:34 2021,9922801,CAR,2840,Tue A
2842,Wed Aug  4 04:29:34 2021,8960575,TRUCK,2841,Fri J
2843,Sun Aug 15 21:35:54 2021,5184513,CAR,2842,Wed A
2844,Wed Aug 18 15:21:37 2021,4599731,VAN,2843,Sun A
2845,Tue Aug 17 02:26:19 2021,7868102,CAR,2844,Wed A
2846,Mon Aug  2 00:04:44 2021,5516399,CAR,2845,Tue A
2847,Thu Aug 12 07:33:24 2021,2647112,VAN,2846,Mon A
2848,Fri Aug 13 08:48:30 2021,7287156,TRUCK,2847,Thu A
2849,Thu Aug 12 01:06:52 2021,8805942,CAR,2848,Fri A
2850,Sun Aug 22 12:27:30 2021,9932368,CAR,2849,Thu A
2851,Wed Aug 11 14:25:54 2021,8494078,CAR,2850,Sun A
2852,Thu Aug  5 00:24:44 2021,595305,CAR,2851,Wed A
2853,Tue Aug  3 04:31:23 2021,5969448,TRUCK,2852,Thu A
2854,Thu Aug 12 00:04:07 2021,1720106,CAR,2853,Tue A
2855,Fri Aug 20 08:21:38 2021,1979691,CAR,2854,Thu A
2856,Sun Aug 15 21:02:49 2021,5112428,CAR,2855,Fri A
2857,Mon Aug  9 16:50:22 2021,9870017,CAR,2856,Sun A
2858,Sat Aug  7 12:57:38 2021,187946,CAR,2857,Mon A
2859,Fri Aug 13 23:52:48 2021,9210479,CAR,2858,Sat A
2860,Sat Aug  7 14:50:37 2021,7608023,TRUCK,2859,Fri A
2861,Sat Aug 21 22:06:21 2021,7906992,CAR,2860,Sat A
2862,Sun Aug 22 08:43:38 2021,1820740,CAR,2861,Sat A
2863,Wed Aug 18 10:24:48 2021,8119310,CAR,2862,Sun A
2864,Mon Aug  9 02:56:45 2021,9398897,VAN,2863,Wed A
2865,Wed Aug 11 03:15:15 2021,4259801,VAN,2864,Mon A
2866,Thu Aug  5 01:04:22 2021,4398365,CAR,2865,Wed A
2867,Mon Aug 16 00:23:30 2021,4388357,CAR,2866,Thu A
2868,Sun Aug 22 03:24:44 2021,9955496,CAR,2867,Mon A
2869,Thu Aug 19 11:43:06 2021,651548,CAR,2868,Sun A
2870,Fri Aug  6 03:33:37 2021,8056394,CAR,2869,Thu A
2871,Tue Aug 17 03:20:45 2021,2211603,VAN,2870,Fri A
2872,Thu Jul 29 13:36:38 2021,1605620,CAR,2871,Tue A
2873,Mon Aug 16 23:39:54 2021,5425988,CAR,2872,Thu J
2874,Fri Aug 20 15:02:07 2021,267009,VAN,2873,Mon A
2875,Sat Aug  7 15:21:16 2021,8487780,CAR,2874,Fri A
2876,Thu Aug 12 10:05:20 2021,1376788,CAR,2875,Sat A
2877,Sat Aug 21 21:13:00 2021,8486928,CAR,2876,Thu A
2878,Tue Aug 17 07:04:33 2021,831732,CAR,2877,Sat A
2879,Sun Aug  8 20:23:43 2021,1878798,CAR,2878,Tue A
2880,Tue Aug 10 02:15:23 2021,2200855,CAR,2879,Sun A
2881,Mon Aug 16 03:18:12 2021,7261898,TRUCK,2880,Tue A
2882,Mon Aug  9 01:36:45 2021,2156552,CAR,2881,Mon A
2883,Wed Aug 11 18:32:09 2021,7787489,CAR,2882,Mon A
2884,Thu Aug  5 11:06:22 2021,273188,CAR,2883,Wed A
2885,Sat Jul 31 09:16:01 2021,9730773,CAR,2884,Thu A
2886,Sat Aug 21 14:48:41 2021,9280057,TRUCK,2885,Sat J
2887,Wed Aug 18 04:06:47 2021,9759910,CAR,2886,Sat A
2888,Thu Aug 12 18:47:04 2021,3109388,CAR,2887,Wed A
2889,Mon Aug  9 10:52:53 2021,687719,VAN,2888,Thu A
2890,Sun Aug  1 03:58:39 2021,2868207,CAR,2889,Mon A
2891,Sat Jul 31 00:24:00 2021,3843033,VAN,2890,Sun A
2892,Sun Aug 15 03:47:08 2021,3999326,CAR,2891,Sat J
2893,Sat Aug  7 06:53:35 2021,3752633,CAR,2892,Sun A
2894,Sun Aug 15 17:06:54 2021,5999828,CAR,2893,Sat A
2895,Sun Aug  8 00:34:08 2021,3628767,CAR,2894,Sun A
2896,Thu Jul 29 14:13:00 2021,5838867,CAR,2895,Sun A
2897,Fri Aug 20 22:57:29 2021,669022,TRUCK,2896,Thu J
2898,Fri Aug  6 19:53:04 2021,3461467,CAR,2897,Fri A
2899,Mon Aug  9 02:17:10 2021,1720666,TRUCK,2898,Fri A
2900,Wed Aug 11 21:37:00 2021,7401182,CAR,2899,Mon A
2901,Sat Aug 14 12:25:49 2021,5255067,CAR,2900,Wed A
2902,Wed Aug 11 15:01:42 2021,3305060,CAR,2901,Sat A
2903,Sat Aug  7 11:12:16 2021,929460,CAR,2902,Wed A
2904,Mon Aug 16 16:37:28 2021,3546229,CAR,2903,Sat A
2905,Sun Aug  8 22:30:45 2021,6217377,CAR,2904,Mon A
2906,Sun Aug  1 11:22:12 2021,6919079,CAR,2905,Sun A
2907,Sun Aug  1 09:23:54 2021,8627108,CAR,2906,Sun A
2908,Tue Aug 10 20:12:38 2021,5626312,CAR,2907,Sun A
2909,Sat Aug 21 01:02:29 2021,9106993,CAR,2908,Tue A
2910,Tue Aug  3 12:31:33 2021,9672787,CAR,2909,Sat A
2911,Sat Aug  7 22:45:08 2021,224884,VAN,2910,Tue A
2912,Wed Aug 11 00:16:13 2021,5241020,VAN,2911,Sat A
2913,Wed Aug 11 19:45:27 2021,781918,CAR,2912,Wed A
2914,Sat Aug  7 18:17:42 2021,9713755,CAR,2913,Wed A
2915,Mon Aug 16 13:00:31 2021,5170251,CAR,2914,Sat A
2916,Fri Aug  6 21:57:24 2021,357895,CAR,2915,Mon A
2917,Sun Aug 22 12:23:55 2021,8292026,VAN,2916,Fri A
2918,Sun Aug  8 19:06:40 2021,6811083,CAR,2917,Sun A
2919,Fri Aug  6 20:44:08 2021,6131327,VAN,2918,Sun A
2920,Sat Aug 14 10:17:52 2021,5008679,TRUCK,2919,Fri A
2921,Wed Aug 11 06:49:25 2021,4848191,TRUCK,2920,Sat A
2922,Fri Aug  6 01:04:34 2021,791157,CAR,2921,Wed A
2923,Sat Jul 31 01:11:48 2021,3501067,TRUCK,2922,Fri A
2924,Wed Aug  4 04:06:20 2021,2571468,TRUCK,2923,Sat J
2925,Sat Aug 14 14:45:34 2021,4881293,CAR,2924,Wed A
2926,Thu Aug 19 02:30:09 2021,3729824,CAR,2925,Sat A
2927,Tue Aug 10 23:32:10 2021,8780569,CAR,2926,Thu A
2928,Tue Aug 10 23:51:09 2021,5122968,CAR,2927,Tue A
2929,Thu Aug  5 13:35:34 2021,9291683,CAR,2928,Tue A
2930,Sat Aug 21 02:30:56 2021,6287933,CAR,2929,Thu A
2931,Sun Aug 22 17:05:06 2021,208607,TRUCK,2930,Sat A
2932,Wed Aug 18 21:13:00 2021,5301333,CAR,2931,Sun A
2933,Fri Jul 30 11:34:03 2021,8728781,CAR,2932,Wed A
2934,Fri Aug 13 05:17:39 2021,550414,CAR,2933,Fri J
2935,Fri Aug 13 02:53:31 2021,8386973,TRUCK,2934,Fri A
2936,Wed Aug 11 08:47:22 2021,3983559,CAR,2935,Fri A
2937,Sat Jul 31 13:04:53 2021,4058953,CAR,2936,Wed A
2938,Fri Aug  6 14:14:26 2021,1464111,VAN,2937,Sat J
2939,Thu Aug 12 12:48:35 2021,3346180,CAR,2938,Fri A
2940,Thu Aug 19 01:17:17 2021,5726688,CAR,2939,Thu A
2941,Sun Aug 15 01:55:09 2021,8794304,TRUCK,2940,Thu A
2942,Tue Aug  3 09:23:09 2021,7154268,TRUCK,2941,Sun A
2943,Sat Aug 14 12:14:17 2021,8920300,TRUCK,2942,Tue A
2944,Thu Jul 29 18:57:44 2021,4485145,CAR,2943,Sat A
2945,Wed Aug 18 15:40:40 2021,2070638,CAR,2944,Thu J
2946,Wed Aug 11 15:48:19 2021,3213191,CAR,2945,Wed A
2947,Thu Jul 29 20:40:24 2021,6009553,CAR,2946,Wed A
2948,Wed Aug 11 17:56:05 2021,4525550,TRUCK,2947,Thu J
2949,Wed Aug  4 12:30:44 2021,6122862,TRUCK,2948,Wed A
2950,Sat Aug 14 12:45:25 2021,3238284,CAR,2949,Wed A
2951,Sat Jul 31 11:49:20 2021,7691955,CAR,2950,Sat A
2952,Sat Jul 31 14:50:44 2021,263539,CAR,2951,Sat J
2953,Thu Aug 12 11:22:04 2021,6581057,CAR,2952,Sat J
2954,Wed Aug  4 00:58:27 2021,6992288,CAR,2953,Thu A
2955,Mon Aug 16 09:54:53 2021,1178799,CAR,2954,Wed A
2956,Fri Aug 13 03:32:53 2021,9827902,VAN,2955,Mon A
2957,Fri Aug  6 17:45:52 2021,9208164,CAR,2956,Fri A
2958,Fri Aug 13 15:02:32 2021,3660284,CAR,2957,Fri A
2959,Sun Aug 15 01:51:01 2021,4168284,VAN,2958,Fri A
2960,Wed Aug 11 17:11:06 2021,8870705,CAR,2959,Sun A
2961,Thu Aug  5 07:21:35 2021,9713526,CAR,2960,Wed A
2962,Sat Aug  7 09:44:45 2021,4580178,CAR,2961,Thu A
2963,Sat Jul 31 07:46:24 2021,2266444,CAR,2962,Sat A
2964,Thu Jul 29 14:34:34 2021,1920617,CAR,2963,Sat J
2965,Sun Aug 15 01:12:34 2021,9592860,CAR,2964,Thu J
2966,Sun Aug 22 04:43:08 2021,978706,TRUCK,2965,Sun A
2967,Wed Aug 11 19:02:38 2021,4433962,CAR,2966,Sun A
2968,Sun Aug 22 01:06:50 2021,5280547,CAR,2967,Wed A
2969,Sat Aug 21 00:32:31 2021,9608324,CAR,2968,Sun A
2970,Tue Aug 10 15:59:28 2021,7407420,CAR,2969,Sat A
2971,Fri Aug 20 08:54:20 2021,6935853,CAR,2970,Tue A
2972,Thu Aug  5 10:26:07 2021,827626,TRUCK,2971,Fri A
2973,Tue Aug  3 09:42:07 2021,1380070,VAN,2972,Thu A
2974,Sun Aug  1 13:30:36 2021,4105360,CAR,2973,Tue A
2975,Wed Aug 11 21:54:20 2021,7640348,CAR,2974,Sun A
2976,Sat Jul 31 15:08:49 2021,3451272,CAR,2975,Wed A
2977,Sat Aug 21 17:19:38 2021,6610643,CAR,2976,Sat J
2978,Sat Aug 14 07:25:54 2021,4778919,CAR,2977,Sat A
2979,Wed Aug  4 20:25:42 2021,8983354,CAR,2978,Sat A
2980,Sat Aug 14 12:35:48 2021,1654079,CAR,2979,Wed A
2981,Fri Aug 20 10:08:39 2021,4832452,CAR,2980,Sat A
2982,Sun Aug  1 19:15:30 2021,5053890,CAR,2981,Fri A
2983,Mon Aug  9 23:48:25 2021,7224391,CAR,2982,Sun A
2984,Fri Aug  6 05:04:53 2021,4243256,CAR,2983,Mon A
2985,Sat Aug  7 02:14:20 2021,3761184,CAR,2984,Fri A
2986,Mon Aug  2 20:03:41 2021,4147615,CAR,2985,Sat A
2987,Tue Aug 10 14:54:00 2021,9499316,TRUCK,2986,Mon A
2988,Sun Aug  1 07:14:43 2021,8008301,CAR,2987,Tue A
2989,Wed Aug  4 15:46:50 2021,8118452,TRUCK,2988,Sun A
2990,Mon Aug  9 23:04:04 2021,5740854,CAR,2989,Wed A
2991,Thu Aug  5 19:10:07 2021,908982,CAR,2990,Mon A
2992,Sat Jul 31 08:03:07 2021,1616597,TRUCK,2991,Thu A
2993,Thu Aug  5 02:54:05 2021,671310,CAR,2992,Sat J
2994,Wed Aug 11 07:50:03 2021,1225326,TRUCK,2993,Thu A
2995,Wed Aug  4 03:56:22 2021,7807921,VAN,2994,Wed A
2996,Sun Aug  8 05:33:45 2021,7259326,CAR,2995,Wed A
2997,Thu Jul 29 11:41:52 2021,7802776,CAR,2996,Sun A
2998,Thu Aug  5 12:55:54 2021,6603295,TRUCK,2997,Thu J
2999,Thu Aug 12 22:52:02 2021,9926082,CAR,2998,Thu A
3000,Fri Aug 13 00:52:39 2021,7933728,CAR,2999,Thu A
3001,Sat Aug  7 00:12:41 2021,9029580,CAR,3000,Fri A
3002,Tue Aug 10 01:41:37 2021,295539,CAR,3001,Sat A
3003,Thu Aug 12 10:08:40 2021,480396,CAR,3002,Tue A
3004,Wed Aug  4 12:06:45 2021,5857166,CAR,3003,Thu A
3005,Sun Aug  1 02:06:01 2021,3116688,TRUCK,3004,Wed A
3006,Sat Aug 21 19:49:06 2021,8403299,CAR,3005,Sun A
3007,Fri Jul 30 22:45:53 2021,7621099,CAR,3006,Sat A
3008,Fri Aug  6 23:39:35 2021,4856438,VAN,3007,Fri J
3009,Fri Aug 20 10:33:23 2021,2468442,CAR,3008,Fri A
3010,Sun Aug 15 14:27:05 2021,5027932,CAR,3009,Fri A
3011,Sat Aug  7 15:26:19 2021,216964,VAN,3010,Sun A
3012,Thu Aug  5 10:50:44 2021,935411,VAN,3011,Sat A
3013,Fri Aug  6 23:56:02 2021,2463408,CAR,3012,Thu A
3014,Sun Aug  8 01:44:42 2021,5366494,CAR,3013,Fri A
3015,Sat Aug 14 14:04:06 2021,4289120,TRUCK,3014,Sun A
3016,Mon Aug 16 13:16:46 2021,6163135,VAN,3015,Sat A
3017,Sun Aug 15 17:56:26 2021,334540,TRUCK,3016,Mon A
3018,Wed Aug  4 21:24:33 2021,1645675,TRUCK,3017,Sun A
3019,Sun Aug 22 11:24:47 2021,6448838,CAR,3018,Wed A
3020,Wed Aug  4 21:11:40 2021,4448071,CAR,3019,Sun A
3021,Sun Aug 15 03:20:08 2021,3949985,TRUCK,3020,Wed A
3022,Sun Aug  1 17:48:12 2021,6505241,TRUCK,3021,Sun A
3023,Fri Aug 20 18:02:36 2021,7654878,TRUCK,3022,Sun A
3024,Thu Jul 29 14:36:31 2021,5072147,TRUCK,3023,Fri A
3025,Wed Aug 11 19:16:25 2021,7737222,VAN,3024,Thu J
3026,Tue Aug 17 12:33:12 2021,5361438,VAN,3025,Wed A
3027,Thu Aug 19 08:01:19 2021,7624778,CAR,3026,Tue A
3028,Sat Jul 31 04:19:51 2021,8032554,TRUCK,3027,Thu A
3029,Sat Aug 21 06:06:50 2021,3631537,CAR,3028,Sat J
3030,Sat Aug  7 23:34:08 2021,6574052,CAR,3029,Sat A
3031,Tue Aug  3 04:15:20 2021,6596226,TRUCK,3030,Sat A
3032,Mon Aug  2 00:59:37 2021,318095,VAN,3031,Tue A
3033,Sun Aug 15 11:19:30 2021,4308097,CAR,3032,Mon A
3034,Wed Aug 18 05:31:20 2021,5461764,CAR,3033,Sun A
3035,Sat Aug 21 02:00:12 2021,2312712,CAR,3034,Wed A
3036,Thu Aug 19 09:59:57 2021,2785288,CAR,3035,Sat A
3037,Sat Aug 21 04:11:03 2021,8407578,CAR,3036,Thu A
3038,Sat Aug  7 19:06:47 2021,9414721,CAR,3037,Sat A
3039,Tue Aug 17 13:50:30 2021,6033424,TRUCK,3038,Sat A
3040,Sun Aug 22 15:22:15 2021,8818274,TRUCK,3039,Tue A
3041,Wed Aug 11 17:53:15 2021,7768864,CAR,3040,Sun A
3042,Thu Aug  5 12:52:06 2021,9385039,CAR,3041,Wed A
3043,Fri Aug 13 11:58:09 2021,9968412,CAR,3042,Thu A
3044,Wed Aug  4 08:25:20 2021,4924971,CAR,3043,Fri A
3045,Tue Aug 17 18:47:08 2021,6109450,VAN,3044,Wed A
3046,Sat Aug 21 11:37:43 2021,6359578,CAR,3045,Tue A
3047,Sun Aug 15 01:47:21 2021,3516169,CAR,3046,Sat A
3048,Mon Aug 16 22:52:18 2021,6775371,CAR,3047,Sun A
3049,Sat Jul 31 11:11:27 2021,6027952,CAR,3048,Mon A
3050,Mon Aug 16 05:59:36 2021,7434849,CAR,3049,Sat J
3051,Sun Aug  1 22:16:49 2021,3078381,CAR,3050,Mon A
3052,Tue Aug  3 06:15:18 2021,999203,VAN,3051,Sun A
3053,Thu Aug 12 13:21:22 2021,5619071,CAR,3052,Tue A
3054,Sat Aug 21 06:26:13 2021,495039,CAR,3053,Thu A
3055,Tue Aug 10 22:24:18 2021,2050637,CAR,3054,Sat A
3056,Thu Aug 12 13:34:35 2021,4263435,CAR,3055,Tue A
3057,Tue Aug  3 09:37:51 2021,5464338,CAR,3056,Thu A
3058,Thu Aug 19 14:50:22 2021,4232451,VAN,3057,Tue A
3059,Thu Aug 19 22:26:30 2021,7216285,VAN,3058,Thu A
3060,Fri Aug 20 10:18:58 2021,8531251,CAR,3059,Thu A
3061,Thu Aug  5 20:56:40 2021,2499797,CAR,3060,Fri A
3062,Fri Aug  6 18:22:58 2021,7581059,CAR,3061,Thu A
3063,Sat Aug  7 09:42:41 2021,4709315,TRUCK,3062,Fri A
3064,Wed Aug  4 01:18:11 2021,2934889,CAR,3063,Sat A
3065,Sat Aug 21 13:20:20 2021,3199953,CAR,3064,Wed A
3066,Tue Aug  3 18:23:50 2021,9787963,TRUCK,3065,Sat A
3067,Thu Aug 12 13:17:52 2021,3757104,CAR,3066,Tue A
3068,Mon Aug 16 09:28:47 2021,7672316,CAR,3067,Thu A
3069,Thu Aug 19 02:08:49 2021,8103565,VAN,3068,Mon A
3070,Fri Aug 13 13:38:30 2021,3883896,TRUCK,3069,Thu A
3071,Sun Aug 15 02:16:01 2021,7508791,TRUCK,3070,Fri A
3072,Tue Aug 17 11:28:30 2021,7510715,TRUCK,3071,Sun A
3073,Sat Aug  7 05:14:58 2021,9033437,CAR,3072,Tue A
3074,Sat Jul 31 10:04:45 2021,1772699,TRUCK,3073,Sat A
3075,Wed Aug 18 12:26:21 2021,3219221,TRUCK,3074,Sat J
3076,Sun Aug  1 01:31:20 2021,2135279,TRUCK,3075,Wed A
3077,Wed Aug 18 21:15:06 2021,5196650,CAR,3076,Sun A
3078,Tue Aug 10 23:35:16 2021,6079717,CAR,3077,Wed A
3079,Fri Aug 20 18:32:19 2021,7545484,CAR,3078,Tue A
3080,Mon Aug  9 22:19:30 2021,457434,CAR,3079,Fri A
3081,Sun Aug  1 15:41:47 2021,7725449,VAN,3080,Mon A
3082,Sat Aug 21 14:20:24 2021,6479022,CAR,3081,Sun A
3083,Tue Aug  3 18:07:48 2021,1837708,VAN,3082,Sat A
3084,Wed Aug 11 01:13:40 2021,7934288,VAN,3083,Tue A
3085,Wed Aug  4 22:31:02 2021,9305794,CAR,3084,Wed A
3086,Thu Aug 19 08:14:48 2021,7833901,CAR,3085,Wed A
3087,Sat Aug  7 09:18:30 2021,9881360,CAR,3086,Thu A
3088,Sat Aug 14 02:52:08 2021,7903911,VAN,3087,Sat A
3089,Sat Aug  7 09:15:23 2021,4567158,CAR,3088,Sat A
3090,Thu Aug 12 08:00:25 2021,9360204,VAN,3089,Sat A
3091,Thu Aug 12 02:57:59 2021,6154918,CAR,3090,Thu A
3092,Sat Aug  7 18:34:17 2021,9101905,CAR,3091,Thu A
3093,Sun Aug  1 19:55:21 2021,8997094,TRUCK,3092,Sat A
3094,Sun Aug 22 01:37:49 2021,5710731,CAR,3093,Sun A
3095,Thu Aug 12 21:43:25 2021,9164359,VAN,3094,Sun A
3096,Fri Aug 13 04:44:19 2021,1801431,CAR,3095,Thu A
3097,Sun Aug 15 04:50:44 2021,1044809,CAR,3096,Fri A
3098,Wed Aug 18 14:22:48 2021,8248291,TRUCK,3097,Sun A
3099,Fri Aug  6 23:57:48 2021,7637098,CAR,3098,Wed A
3100,Sun Aug 15 22:09:27 2021,19393,TRUCK,3099,Fri A
3101,Mon Aug  2 08:58:11 2021,518470,CAR,3100,Sun A
3102,Fri Aug  6 18:34:33 2021,7353243,TRUCK,3101,Mon A
3103,Sun Aug 22 00:18:55 2021,8029245,CAR,3102,Fri A
3104,Tue Aug  3 04:33:31 2021,5531082,TRUCK,3103,Sun A
3105,Sun Aug  8 15:42:02 2021,2966322,CAR,3104,Tue A
3106,Fri Jul 30 08:15:27 2021,1559026,TRUCK,3105,Sun A
3107,Fri Jul 30 22:51:42 2021,1447610,CAR,3106,Fri J
3108,Fri Aug  6 00:46:18 2021,5027752,CAR,3107,Fri J
3109,Sun Aug  1 23:16:34 2021,8436044,TRUCK,3108,Fri A
3110,Fri Aug  6 03:06:37 2021,4514250,TRUCK,3109,Sun A
3111,Sat Aug 21 05:42:25 2021,2528514,TRUCK,3110,Fri A
3112,Wed Aug 18 22:38:31 2021,794611,CAR,3111,Sat A
3113,Wed Aug 11 08:06:58 2021,73706,CAR,3112,Wed A
3114,Fri Aug 13 09:10:09 2021,3076322,CAR,3113,Wed A
3115,Fri Aug 20 21:14:02 2021,2969173,VAN,3114,Fri A
3116,Wed Aug 11 02:50:47 2021,6102581,CAR,3115,Fri A
3117,Sun Aug  8 17:03:35 2021,8344068,CAR,3116,Wed A
3118,Mon Aug 16 02:19:25 2021,4590356,CAR,3117,Sun A
3119,Sat Aug 21 12:28:14 2021,6702632,CAR,3118,Mon A
3120,Sat Aug  7 04:47:51 2021,3184313,CAR,3119,Sat A
3121,Mon Aug 16 20:06:03 2021,951197,TRUCK,3120,Sat A
3122,Fri Aug 20 14:43:13 2021,8219853,TRUCK,3121,Mon A
3123,Mon Aug  9 15:45:38 2021,8944617,VAN,3122,Fri A
3124,Thu Aug 12 05:22:18 2021,8329543,CAR,3123,Mon A
3125,Sun Aug  8 15:04:31 2021,2442832,CAR,3124,Thu A
3126,Sat Aug  7 21:55:16 2021,7383068,CAR,3125,Sun A
3127,Sat Aug 21 12:22:18 2021,2409400,CAR,3126,Sat A
3128,Thu Aug 19 18:00:02 2021,1181842,CAR,3127,Sat A
3129,Tue Aug 10 19:58:22 2021,7023411,TRUCK,3128,Thu A
3130,Tue Aug  3 19:12:19 2021,8057643,TRUCK,3129,Tue A
3131,Tue Aug  3 17:16:41 2021,8479441,CAR,3130,Tue A
3132,Fri Aug 13 12:42:04 2021,519983,TRUCK,3131,Tue A
3133,Fri Aug 13 11:35:57 2021,5965028,CAR,3132,Fri A
3134,Mon Aug 16 01:03:52 2021,3709155,VAN,3133,Fri A
3135,Tue Aug 17 04:27:51 2021,1515207,CAR,3134,Mon A
3136,Tue Aug 17 08:02:11 2021,2357578,TRUCK,3135,Tue A
3137,Fri Aug 13 05:14:48 2021,3944350,TRUCK,3136,Tue A
3138,Thu Aug 12 13:25:54 2021,7142607,CAR,3137,Fri A
3139,Sat Aug 21 13:43:15 2021,9501854,TRUCK,3138,Thu A
3140,Fri Aug 13 17:59:53 2021,3339331,TRUCK,3139,Sat A
3141,Thu Aug 12 20:49:02 2021,7331095,CAR,3140,Fri A
3142,Tue Aug 10 12:46:39 2021,6882552,TRUCK,3141,Thu A
3143,Sat Aug 14 18:03:58 2021,1261016,TRUCK,3142,Tue A
3144,Fri Aug 20 03:59:59 2021,803464,CAR,3143,Sat A
3145,Wed Aug 18 06:12:59 2021,4403090,CAR,3144,Fri A
3146,Fri Jul 30 06:50:13 2021,9007349,CAR,3145,Wed A
3147,Fri Aug 13 04:12:39 2021,439195,CAR,3146,Fri J
3148,Sat Aug  7 13:17:34 2021,7893073,CAR,3147,Fri A
3149,Thu Aug 12 05:21:59 2021,3100934,CAR,3148,Sat A
3150,Mon Aug  9 22:50:50 2021,1978119,CAR,3149,Thu A
3151,Sun Aug  8 10:18:13 2021,5761399,CAR,3150,Mon A
3152,Mon Aug  9 02:56:48 2021,3556508,TRUCK,3151,Sun A
3153,Wed Aug  4 21:45:04 2021,7637207,CAR,3152,Mon A
3154,Thu Aug 12 03:28:48 2021,1408233,TRUCK,3153,Wed A
