Rowid,Timestamp,Anonymized Vehicle number,Vehicle type,Type of Payment code,Vehicle Code
1288,Fri Aug  6 18:21:25 2021,7794336,car,1287,Sat A
1289,Sun Aug 15 00:12:03 2021,4001810,car,1288,Fri A
1290,Wed Aug  4 00:46:39 2021,3274052,car,1289,Sun A
1291,Fri Jul 30 05:07:05 2021,7292341,car,1290,Wed A
1292,Fri Aug  6 15:24:49 2021,4992546,truck,1291,Fri J
1293,Sun Aug 22 16:29:04 2021,1285993,car,1292,Fri A
1294,Fri Jul 30 01:57:57 2021,3756624,car,1293,Sun A
1295,Sun Aug 22 02:15:40 2021,7800211,car,1294,Fri J
1296,Wed Aug  4 08:40:07 2021,7303824,van,1295,Sun A
1297,Fri Jul 30 01:37:39 2021,7681906,car,1296,Wed A
1298,Thu Aug 12 23:38:07 2021,2735881,truck,1297,Fri J
1299,Sat Aug 21 06:00:26 2021,7775003,car,1298,Thu A
1300,Mon Aug  2 17:42:01 2021,1384315,car,1299,Sat A
1301,Sun Aug 15 12:01:25 2021,8930712,truck,1300,Mon A
1302,Fri Aug 20 14:54:53 2021,2282633,car,1301,Sun A
1303,Sat Jul 31 17:12:11 2021,2007749,truck,1302,Fri A
1304,Mon Aug 16 10:00:49 2021,3795894,van,1303,Sat J
1305,Sun Aug 15 16:26:30 2021,6965150,car,1304,Mon A
1306,Tue Aug 10 06:25:19 2021,5899849,car,1305,Sun A
1307,Tue Aug 17 12:28:38 2021,1236981,car,1306,Tue A
1308,Mon Aug  2 01:24:51 2021,1000716,truck,1307,Tue A
1309,Fri Aug  6 18:10:53 2021,3881738,van,1308,Mon A
1310,Sun Aug  8 16:29:08 2021,5045369,truck,1309,Fri A
1311,Thu Aug 19 14:24:15 2021,562710,car,1310,Sun A
1312,Sun Aug  8 07:39:20 2021,1465091,van,1311,Thu A
1313,Sat Aug 21 15:23:04 2021,3172352,truck,1312,Sun A
1314,Sat Aug 14 02:18:57 2021,3410202,car,1313,Sat A
1315,Thu Aug 12 02:43:48 2021,5593166,car,1314,Sat A
1316,Fri Aug 20 10:03:42 2021,8483064,car,1315,Thu A
1317,Sun Aug  8 22:52:10 2021,151646,van,1316,Fri A
1318,Mon Aug  2 23:23:43 2021,3997556,van,1317,Sun A
1319,Fri Aug  6 16:56:27 2021,356818,car,1318,Mon A
1320,Sun Aug  1 08:23:29 2021,1660507,van,1319,Fri A
1321,Sat Jul 31 03:29:23 2021,6887486,truck,1320,Sun A
1322,Sat Jul 31 12:38:49 2021,5628487,car,1321,Sat J
1323,Thu Aug 12 04:26:47 2021,8885968,truck,1322,Sat J
1324,Sun Aug 22 10:32:11 2021,913050,car,1323,Thu A
1325,Sun Aug  8 00:03:03 2021,3417801,truck,1324,Sun A
1326,Fri Aug 20 17:05:15 2021,6583571,car,1325,Sun A
1327,Wed Aug 18 12:50:08 2021,5863632,truck,1326,Fri A
1328,Sun Aug 22 11:10:49 2021,4650183,car,1327,Wed A
1329,Thu Aug 19 00:43:15 2021,8656183,car,1328,Sun A
1330,Sat Aug  7 05:41:14 2021,9830299,car,1329,Thu A
1331,Sat Aug 14 16:40:13 2021,6015946,car,1330,Sat A
1332,Thu Aug  5 01:54:04 2021,7971537,car,1331,Sat A
1333,Fri Aug 13 10:20:30 2021,6867561,car,1332,Thu A
1334,Wed Aug 18 10:11:28 2021,9015044,car,1333,Fri A
1335,Thu Aug 19 11:14:52 2021,826519,car,1334,Wed A
1336,Sat Jul 31 13:01:05 2021,1663453,car,1335,Thu A
1337,Tue Aug 17 15:52:50 2021,7731666,car,1336,Sat J
1338,Tue Aug 10 09:33:19 2021,8457561,car,1337,Tue A
1339,Sat Jul 31 03:58:44 2021,2155105,car,1338,Tue A
1340,Fri Aug 20 23:46:24 2021,3644403,truck,1339,Sat J
1341,Sat Aug 14 19:53:42 2021,4623284,car,1340,Fri A
1342,Thu Aug 12 12:37:22 2021,778057,truck,1341,Sat A
1343,Thu Jul 29 18:43:20 2021,2891384,car,1342,Thu A
1344,Thu Aug 19 18:51:16 2021,8352474,car,1343,Thu J
1345,Sun Aug 22 15:39:36 2021,3480730,car,1344,Thu A
1346,Mon Aug  9 22:08:59 2021,7682247,car,1345,Sun A
1347,Mon Aug  9 01:50:28 2021,2159613,truck,1346,Mon A
1348,Wed Aug  4 01:13:05 2021,3281936,truck,1347,Mon A
1349,Fri Aug 13 12:19:49 2021,9037431,car,1348,Wed A
1350,Fri Aug 13 21:59:53 2021,3967088,car,1349,Fri A
1351,Tue Aug 10 05:36:09 2021,7867773,truck,1350,Fri A
1352,Thu Aug 12 22:05:07 2021,6679118,car,1351,Tue A
1353,Mon Aug  2 02:00:58 2021,2706844,car,1352,Thu A
1354,Wed Aug 11 04:03:14 2021,5538295,car,1353,Mon A
1355,Wed Aug 11 10:50:55 2021,2953292,van,1354,Wed A
1356,Wed Aug 11 11:49:09 2021,6507493,car,1355,Wed A
1357,Wed Aug 18 20:02:08 2021,5167332,car,1356,Wed A
1358,Thu Jul 29 21:21:29 2021,6667469,car,1357,Wed A
1359,Sat Aug 14 08:28:23 2021,4470411,car,1358,Thu J
1360,Fri Aug 13 15:30:38 2021,5163121,car,1359,Sat A
1361,Thu Aug 12 02:55:50 2021,1449411,car,1360,Fri A
1362,Sun Aug  8 11:39:04 2021,2251248,van,1361,Thu A
1363,Fri Aug 13 06:37:13 2021,9371578,van,1362,Sun A
1364,Fri Jul 30 19:03:45 2021,6025003,car,1363,Fri A
1365,Thu Aug  5 08:05:34 2021,4684544,car,1364,Fri J
1366,Fri Aug  6 03:22:54 2021,4874322,car,1365,Thu A
1367,Wed Aug 11 00:25:19 2021,6201683,van,1366,Fri A
1368,Tue Aug  3 04:12:49 2021,8214342,car,1367,Wed A
1369,Fri Aug 13 00:14:40 2021,1168144,truck,1368,Tue A
1370,Thu Aug 12 22:39:34 2021,9448348,car,1369,Fri A
1371,Sun Aug 22 00:36:19 2021,9843003,car,1370,Thu A
1372,Sun Aug 22 12:15:49 2021,8081648,van,1371,Sun A
1373,Thu Aug 19 03:02:49 2021,7787498,car,1372,Sun A
1374,Wed Aug 11 15:36:16 2021,5391150,car,1373,Thu A
1375,Sat Aug  7 21:31:55 2021,4781506,truck,1374,Wed A
1376,Mon Aug  9 04:35:44 2021,6275487,car,1375,Sat A
1377,Fri Jul 30 02:45:21 2021,9717731,truck,1376,Mon A
1378,Tue Aug 17 18:10:55 2021,9308938,truck,1377,Fri J
1379,Sat Aug  7 11:26:06 2021,5612851,car,1378,Tue A
1380,Fri Aug  6 07:10:14 2021,6236454,car,1379,Sat A
1381,Tue Aug  3 20:33:09 2021,3570153,truck,1380,Fri A
1382,Fri Aug 20 04:54:48 2021,6642586,van,1381,Tue A
1383,Sat Jul 31 01:11:15 2021,2176411,truck,1382,Fri A
1384,Fri Aug  6 11:52:49 2021,9747930,truck,1383,Sat J
1385,Thu Aug  5 04:08:04 2021,1281989,truck,1384,Fri A
1386,Mon Aug  2 18:03:47 2021,7159775,car,1385,Thu A
1387,Sat Aug 14 21:03:24 2021,2201435,car,1386,Mon A
1388,Wed Aug 18 06:52:08 2021,7773660,car,1387,Sat A
1389,Fri Aug 13 01:56:17 2021,3301960,truck,1388,Wed A
1390,Thu Aug  5 08:33:25 2021,2771393,car,1389,Fri A
1391,Fri Aug 13 22:04:09 2021,9581825,truck,1390,Thu A
1392,Sun Aug 15 23:12:09 2021,530816,truck,1391,Fri A
1393,Thu Aug 12 04:56:44 2021,7480567,car,1392,Sun A
1394,Mon Aug  9 13:08:41 2021,7306837,car,1393,Thu A
1395,Mon Aug 16 00:26:03 2021,7094275,van,1394,Mon A
1396,Tue Aug  3 01:26:00 2021,6385842,car,1395,Mon A
1397,Sun Aug 22 18:24:05 2021,8653650,truck,1396,Tue A
1398,Thu Aug 12 07:03:52 2021,7468873,car,1397,Sun A
1399,Tue Aug  3 14:58:16 2021,589777,car,1398,Thu A
1400,Tue Aug  3 03:47:44 2021,1879939,car,1399,Tue A
1401,Sun Aug 22 11:53:24 2021,7669311,car,1400,Tue A
1402,Mon Aug  2 18:28:36 2021,658325,car,1401,Sun A
1403,Thu Aug 19 10:32:24 2021,8452831,car,1402,Mon A
1404,Wed Aug 11 00:06:50 2021,6198399,van,1403,Thu A
1405,Fri Jul 30 03:51:09 2021,4305906,car,1404,Wed A
1406,Wed Aug  4 17:08:36 2021,4797893,car,1405,Fri J
1407,Sun Aug 22 11:00:38 2021,4139507,car,1406,Wed A
1408,Sat Aug  7 02:29:56 2021,3600917,truck,1407,Sun A
1409,Fri Aug  6 06:45:11 2021,1346174,truck,1408,Sat A
1410,Mon Aug  9 14:51:24 2021,1404636,car,1409,Fri A
1411,Sat Aug 21 12:22:58 2021,1249576,car,1410,Mon A
1412,Sat Aug  7 19:20:07 2021,6899200,truck,1411,Sat A
1413,Thu Aug 12 11:51:00 2021,9016178,car,1412,Sat A
1414,Thu Aug 12 06:53:56 2021,3274361,car,1413,Thu A
1415,Fri Aug 20 05:04:18 2021,6184084,car,1414,Thu A
1416,Fri Jul 30 23:50:38 2021,352802,car,1415,Fri A
1417,Sat Jul 31 21:15:07 2021,1811060,car,1416,Fri J
1418,Sun Aug 15 23:14:53 2021,9287578,truck,1417,Sat J
1419,Wed Aug  4 15:09:47 2021,4656162,car,1418,Sun A
1420,Sat Aug  7 16:16:39 2021,8825255,car,1419,Wed A
1421,Mon Aug  9 04:20:51 2021,9372788,car,1420,Sat A
1422,Sun Aug  1 23:30:54 2021,1830106,car,1421,Mon A
1423,Fri Aug 13 14:48:38 2021,6607209,car,1422,Sun A
1424,Thu Aug 19 16:54:46 2021,3494606,truck,1423,Fri A
1425,Fri Aug  6 09:14:04 2021,7956850,truck,1424,Thu A
1426,Sun Aug 22 07:57:49 2021,571877,truck,1425,Fri A
1427,Mon Aug 16 03:45:54 2021,4831891,van,1426,Sun A
1428,Tue Aug 17 03:29:03 2021,4291730,car,1427,Mon A
1429,Sat Jul 31 10:57:53 2021,5034853,car,1428,Tue A
1430,Tue Aug 10 08:11:38 2021,4663051,car,1429,Sat J
1431,Sat Jul 31 21:23:09 2021,5380351,car,1430,Tue A
1432,Sat Jul 31 13:20:38 2021,5408416,car,1431,Sat J
1433,Mon Aug  2 06:06:52 2021,8528787,car,1432,Sat J
1434,Thu Aug  5 08:57:56 2021,3166678,car,1433,Mon A
1435,Tue Aug 17 03:48:00 2021,6862913,van,1434,Thu A
1436,Wed Aug 18 16:05:45 2021,923528,car,1435,Tue A
1437,Sat Jul 31 04:30:35 2021,2275040,car,1436,Wed A
1438,Thu Aug 12 09:34:08 2021,8802321,truck,1437,Sat J
1439,Sat Jul 31 05:59:36 2021,6244386,car,1438,Thu A
1440,Thu Aug  5 21:42:16 2021,7478563,car,1439,Sat J
1441,Sat Aug 21 15:15:28 2021,9715868,van,1440,Thu A
1442,Thu Aug 12 13:56:35 2021,5226868,truck,1441,Sat A
1443,Thu Aug  5 20:30:12 2021,1775884,car,1442,Thu A
1444,Thu Aug 19 23:13:19 2021,3549914,truck,1443,Thu A
1445,Tue Aug  3 21:26:44 2021,6353407,car,1444,Thu A
1446,Sun Aug 15 16:39:12 2021,6475766,van,1445,Tue A
1447,Sat Aug 14 19:53:18 2021,9666365,truck,1446,Sun A
1448,Mon Aug 16 23:57:33 2021,5407288,car,1447,Sat A
1449,Sat Aug 14 19:28:19 2021,3623843,car,1448,Mon A
1450,Tue Aug 17 21:10:10 2021,8553811,car,1449,Sat A
1451,Tue Aug  3 13:35:07 2021,6285636,car,1450,Tue A
1452,Sun Aug 22 04:28:13 2021,5807651,car,1451,Tue A
1453,Mon Aug  2 02:07:47 2021,6172986,car,1452,Sun A
1454,Sun Aug  1 06:54:17 2021,921691,car,1453,Mon A
1455,Wed Aug 11 09:45:22 2021,8909634,car,1454,Sun A
1456,Thu Aug 19 18:12:18 2021,6814914,truck,1455,Wed A
1457,Tue Aug 17 20:31:32 2021,128180,truck,1456,Thu A
1458,Mon Aug  2 16:38:19 2021,6327269,car,1457,Tue A
1459,Fri Jul 30 14:00:03 2021,6868159,van,1458,Mon A
1460,Sun Aug 15 19:24:33 2021,5585220,car,1459,Fri J
1461,Mon Aug  2 15:18:28 2021,5415555,car,1460,Sun A
1462,Tue Aug  3 22:35:39 2021,2446899,car,1461,Mon A
1463,Sun Aug  1 13:24:24 2021,7638296,truck,1462,Tue A
1464,Wed Aug 18 19:57:12 2021,3794813,truck,1463,Sun A
1465,Sat Jul 31 04:04:50 2021,9334279,car,1464,Wed A
1466,Mon Aug  9 01:54:09 2021,8678433,car,1465,Sat J
1467,Wed Aug 18 06:26:36 2021,2639079,car,1466,Mon A
1468,Sun Aug  8 16:52:46 2021,9265662,car,1467,Wed A
1469,Sat Jul 31 11:43:43 2021,4725272,car,1468,Sun A
1470,Wed Aug  4 20:05:01 2021,1886903,truck,1469,Sat J
1471,Sat Jul 31 13:14:01 2021,9484059,van,1470,Wed A
1472,Sun Aug  1 04:59:07 2021,555303,car,1471,Sat J
1473,Fri Aug  6 14:28:48 2021,1523355,car,1472,Sun A
1474,Wed Aug 18 03:37:03 2021,659475,car,1473,Fri A
1475,Tue Aug  3 14:16:20 2021,9203549,car,1474,Wed A
1476,Sun Aug 15 15:20:20 2021,4301934,car,1475,Tue A
1477,Sat Aug 14 09:34:59 2021,9488098,truck,1476,Sun A
1478,Sat Aug  7 02:57:09 2021,362161,car,1477,Sat A
1479,Fri Aug 20 18:02:54 2021,4420855,van,1478,Sat A
1480,Sat Jul 31 17:48:27 2021,5706224,truck,1479,Fri A
1481,Sat Aug 14 18:31:03 2021,312006,car,1480,Sat J
1482,Mon Aug  9 20:52:16 2021,4199076,car,1481,Sat A
1483,Tue Aug  3 15:39:44 2021,5825432,truck,1482,Mon A
1484,Tue Aug 17 02:09:23 2021,581396,van,1483,Tue A
1485,Fri Jul 30 06:51:38 2021,6679116,car,1484,Tue A
1486,Wed Aug 18 21:56:39 2021,9752611,truck,1485,Fri J
1487,Sat Aug  7 05:44:33 2021,5800348,car,1486,Wed A
1488,Thu Aug 12 04:34:34 2021,5847151,van,1487,Sat A
1489,Sun Aug 22 10:33:57 2021,8313701,car,1488,Thu A
1490,Fri Aug 20 07:51:16 2021,6473623,van,1489,Sun A
1491,Thu Aug 19 04:08:06 2021,8005415,truck,1490,Fri A
1492,Mon Aug  2 11:43:23 2021,5453800,car,1491,Thu A
1493,Sat Jul 31 18:04:21 2021,3191180,car,1492,Mon A
1494,Tue Aug 17 20:36:10 2021,2353239,car,1493,Sat J
1495,Fri Aug 13 15:10:37 2021,450825,truck,1494,Tue A
1496,Mon Aug 16 18:05:06 2021,1280096,car,1495,Fri A
1497,Tue Aug  3 03:51:53 2021,2741277,car,1496,Mon A
1498,Tue Aug  3 06:48:38 2021,2351162,van,1497,Tue A
1499,Fri Aug 13 08:51:00 2021,7863217,truck,1498,Tue A
1500,Thu Aug 12 08:28:38 2021,1971653,car,1499,Fri A
1501,Tue Aug 17 02:04:54 2021,859868,car,1500,Thu A
1502,Sat Jul 31 18:22:31 2021,1305420,car,1501,Tue A
1503,Fri Aug  6 08:16:04 2021,8367060,car,1502,Sat J
1504,Mon Aug 16 06:03:35 2021,7281090,car,1503,Fri A
1505,Fri Aug  6 18:45:26 2021,7568524,car,1504,Mon A
1506,Sat Jul 31 20:14:12 2021,2863385,car,1505,Fri A
1507,Tue Aug 17 20:34:13 2021,7716119,van,1506,Sat J
1508,Wed Aug 18 00:40:07 2021,9639766,car,1507,Tue A
1509,Sat Aug 14 17:51:32 2021,2543494,truck,1508,Wed A
1510,Sun Aug 22 06:25:23 2021,1465474,car,1509,Sat A
1511,Mon Aug 16 12:41:22 2021,1566290,car,1510,Sun A
1512,Sun Aug  1 00:49:43 2021,4582510,car,1511,Mon A
1513,Sat Jul 31 00:49:27 2021,6491183,car,1512,Sun A
1514,Fri Aug 13 22:05:48 2021,8021696,truck,1513,Sat J
1515,Sat Aug 21 14:12:46 2021,6183485,car,1514,Fri A
1516,Thu Aug 12 13:05:52 2021,9084928,van,1515,Sat A
1517,Fri Jul 30 21:35:32 2021,6643152,truck,1516,Thu A
1518,Sat Aug  7 03:21:05 2021,9751837,car,1517,Fri J
1519,Sun Aug  1 07:30:40 2021,9655533,car,1518,Sat A
1520,Thu Aug  5 15:33:09 2021,4813472,van,1519,Sun A
1521,Tue Aug 17 17:36:43 2021,6996339,car,1520,Thu A
1522,Mon Aug  2 10:15:13 2021,7421445,car,1521,Tue A
1523,Tue Aug  3 11:19:45 2021,4204197,truck,1522,Mon A
1524,Mon Aug  2 22:41:17 2021,8707749,car,1523,Tue A
1525,Fri Aug 13 12:26:42 2021,2213789,car,1524,Mon A
1526,Thu Aug 12 23:33:10 2021,1937849,car,1525,Fri A
1527,Wed Aug 11 10:34:27 2021,9827204,car,1526,Thu A
1528,Thu Aug 12 21:04:30 2021,7109770,van,1527,Wed A
1529,Sun Aug  1 17:53:24 2021,2650132,car,1528,Thu A
1530,Mon Aug  9 13:25:59 2021,9642934,car,1529,Sun A
1531,Fri Aug 20 04:43:52 2021,835891,car,1530,Mon A
1532,Tue Aug  3 01:01:49 2021,3666176,car,1531,Fri A
1533,Thu Jul 29 13:01:53 2021,8722712,car,1532,Tue A
1534,Tue Aug 17 19:12:51 2021,4570413,car,1533,Thu J
1535,Sat Aug  7 08:51:21 2021,9995684,car,1534,Tue A
1536,Sat Aug 14 19:31:13 2021,2020657,car,1535,Sat A
1537,Fri Jul 30 10:43:16 2021,9238888,truck,1536,Sat A
1538,Sat Jul 31 21:12:56 2021,2889489,car,1537,Fri J
1539,Wed Aug  4 15:18:47 2021,318307,car,1538,Sat J
1540,Sat Jul 31 17:33:38 2021,8701052,truck,1539,Wed A
1541,Fri Aug 20 11:22:39 2021,6437141,car,1540,Sat J
1542,Wed Aug 11 19:41:52 2021,5656721,car,1541,Fri A
1543,Fri Aug  6 14:30:20 2021,3431025,van,1542,Wed A
1544,Mon Aug  9 23:27:19 2021,328948,truck,1543,Fri A
1545,Thu Aug 19 04:39:08 2021,9956692,car,1544,Mon A
1546,Fri Aug  6 17:10:09 2021,8988961,car,1545,Thu A
1547,Tue Aug  3 23:02:05 2021,1468614,truck,1546,Fri A
1548,Sat Aug  7 06:23:00 2021,4781406,car,1547,Tue A
1549,Fri Jul 30 19:23:28 2021,7063145,truck,1548,Sat A
1550,Mon Aug 16 19:28:30 2021,5040545,car,1549,Fri J
1551,Sun Aug  8 09:48:30 2021,8278634,car,1550,Mon A
1552,Sat Jul 31 07:28:47 2021,7010037,van,1551,Sun A
1553,Wed Aug  4 23:38:00 2021,9737007,car,1552,Sat J
1554,Thu Aug 19 08:58:50 2021,655458,truck,1553,Wed A
1555,Thu Aug 19 17:41:34 2021,1851682,car,1554,Thu A
1556,Wed Aug  4 05:33:34 2021,2909718,car,1555,Thu A
1557,Tue Aug 10 00:58:45 2021,6065758,car,1556,Wed A
1558,Fri Aug 13 15:53:25 2021,2336297,van,1557,Tue A
1559,Mon Aug 16 14:26:37 2021,4098792,car,1558,Fri A
1560,Tue Aug  3 21:48:21 2021,407554,car,1559,Mon A
1561,Mon Aug 16 04:27:11 2021,2009002,car,1560,Tue A
1562,Fri Aug  6 06:24:30 2021,2357141,car,1561,Mon A
1563,Wed Aug 18 04:23:23 2021,4731836,car,1562,Fri A
1564,Sat Aug 14 22:43:39 2021,1210777,car,1563,Wed A
1565,Tue Aug  3 10:20:58 2021,8731021,car,1564,Sat A
1566,Mon Aug 16 23:04:49 2021,432438,van,1565,Tue A
1567,Fri Aug 20 09:15:37 2021,4998086,car,1566,Mon A
1568,Sun Aug 22 08:56:19 2021,891299,car,1567,Fri A
1569,Wed Aug 11 18:03:58 2021,6871208,van,1568,Sun A
1570,Mon Aug  9 17:22:41 2021,6886314,car,1569,Wed A
1571,Tue Aug 17 23:32:04 2021,8249210,car,1570,Mon A
1572,Sun Aug 22 08:45:12 2021,4531947,truck,1571,Tue A
1573,Sun Aug 15 12:37:28 2021,2475613,car,1572,Sun A
1574,Sat Aug 14 01:27:43 2021,3795794,truck,1573,Sun A
1575,Fri Aug 20 06:53:25 2021,974766,car,1574,Sat A
1576,Tue Aug 17 20:53:17 2021,9447366,car,1575,Fri A
1577,Wed Aug  4 04:45:01 2021,9393364,truck,1576,Tue A
1578,Mon Aug 16 03:10:42 2021,8556843,van,1577,Wed A
1579,Fri Jul 30 09:18:21 2021,9773352,car,1578,Mon A
1580,Fri Jul 30 01:11:03 2021,8755956,van,1579,Fri J
1581,Sun Aug 22 02:51:30 2021,742109,van,1580,Fri J
1582,Sun Aug 15 23:40:45 2021,4887014,car,1581,Sun A
1583,Mon Aug  9 07:26:50 2021,6545154,car,1582,Sun A
1584,Tue Aug 17 16:19:26 2021,3117923,car,1583,Mon A
1585,Fri Jul 30 19:26:23 2021,8975598,van,1584,Tue A
1586,Tue Aug 17 12:00:44 2021,3800485,van,1585,Fri J
1587,Wed Aug  4 23:46:03 2021,1513812,car,1586,Tue A
1588,Fri Aug 13 21:39:06 2021,8028222,van,1587,Wed A
1589,Thu Aug 19 04:53:44 2021,1167427,van,1588,Fri A
1590,Tue Aug  3 04:59:21 2021,1334088,van,1589,Thu A
1591,Tue Aug 17 21:59:42 2021,1768305,car,1590,Tue A
1592,Thu Aug 12 15:35:35 2021,2989964,truck,1591,Tue A
1593,Sat Aug  7 12:14:16 2021,8416426,car,1592,Thu A
1594,Fri Jul 30 14:51:28 2021,9939758,car,1593,Sat A
1595,Wed Aug 18 02:50:59 2021,4838573,car,1594,Fri J
1596,Wed Aug 18 10:20:45 2021,2695601,truck,1595,Wed A
1597,Tue Aug 10 07:55:38 2021,9347805,truck,1596,Wed A
1598,Wed Aug 11 22:39:35 2021,4595401,van,1597,Tue A
1599,Sun Aug  1 08:44:15 2021,402853,van,1598,Wed A
1600,Thu Aug  5 02:42:00 2021,8944594,truck,1599,Sun A
1601,Sat Aug  7 10:02:04 2021,4544746,car,1600,Thu A
1602,Sun Aug 22 06:36:25 2021,6053175,car,1601,Sat A
1603,Thu Jul 29 22:02:19 2021,6145104,car,1602,Sun A
1604,Fri Jul 30 12:06:21 2021,1533990,truck,1603,Thu J
1605,Mon Aug 16 07:38:57 2021,6177576,car,1604,Fri J
1606,Sun Aug  8 11:36:58 2021,8869698,van,1605,Mon A
1607,Sat Aug 21 08:33:12 2021,9662043,truck,1606,Sun A
1608,Thu Aug 19 13:18:11 2021,5452672,car,1607,Sat A
1609,Thu Aug 12 23:59:41 2021,7763079,car,1608,Thu A
1610,Thu Aug  5 21:25:27 2021,1078933,car,1609,Thu A
1611,Tue Aug 10 17:49:41 2021,8131923,van,1610,Thu A
1612,Mon Aug  9 14:53:14 2021,296672,car,1611,Tue A
1613,Sun Aug  8 19:42:54 2021,4003127,car,1612,Mon A
1614,Mon Aug  2 00:21:35 2021,7801156,car,1613,Sun A
1615,Thu Jul 29 20:50:39 2021,8924553,van,1614,Mon A
1616,Sat Aug  7 03:59:05 2021,4745912,car,1615,Thu J
1617,Tue Aug 10 07:46:36 2021,3595136,truck,1616,Sat A
1618,Sun Aug 15 09:27:39 2021,6902318,car,1617,Tue A
1619,Mon Aug  9 01:14:44 2021,491585,van,1618,Sun A
1620,Sun Aug  1 20:48:55 2021,4197006,van,1619,Mon A
1621,Thu Aug  5 09:44:21 2021,3868009,van,1620,Sun A
1622,Thu Aug 12 15:04:08 2021,7408433,car,1621,Thu A
1623,Fri Jul 30 10:20:44 2021,8232209,car,1622,Thu A
1624,Wed Aug 18 11:41:19 2021,7229848,truck,1623,Fri J
1625,Fri Aug 20 15:45:42 2021,5849102,van,1624,Wed A
1626,Sun Aug  1 07:07:46 2021,2896140,truck,1625,Fri A
1627,Mon Aug 16 23:33:14 2021,38074,car,1626,Sun A
1628,Tue Aug 10 14:56:05 2021,7098680,truck,1627,Mon A
1629,Tue Aug  3 03:46:19 2021,8391953,truck,1628,Tue A
1630,Sat Aug 21 08:08:11 2021,6499117,car,1629,Tue A
1631,Wed Aug 11 06:37:18 2021,2381468,truck,1630,Sat A
1632,Wed Aug 11 20:27:18 2021,8599667,van,1631,Wed A
1633,Tue Aug  3 13:08:07 2021,5946337,car,1632,Wed A
1634,Fri Jul 30 22:22:56 2021,9191246,car,1633,Tue A
1635,Sun Aug 22 11:47:28 2021,7470083,car,1634,Fri J
1636,Thu Jul 29 19:49:55 2021,130681,car,1635,Sun A
1637,Mon Aug  2 12:35:58 2021,2170743,car,1636,Thu J
1638,Sun Aug  1 02:52:09 2021,6338703,car,1637,Mon A
1639,Thu Aug  5 22:24:31 2021,5396462,car,1638,Sun A
1640,Mon Aug 16 13:34:47 2021,4796968,car,1639,Thu A
1641,Sat Aug 21 19:01:43 2021,6478296,car,1640,Mon A
1642,Thu Aug 12 12:44:06 2021,2822495,truck,1641,Sat A
1643,Sat Aug 21 15:05:45 2021,2408133,truck,1642,Thu A
1644,Fri Aug 13 18:02:29 2021,9168796,car,1643,Sat A
1645,Sat Aug 21 20:06:09 2021,5387239,car,1644,Fri A
1646,Mon Aug 16 03:44:58 2021,6635693,car,1645,Sat A
1647,Thu Aug  5 18:35:34 2021,3369430,car,1646,Mon A
1648,Mon Aug 16 19:55:57 2021,4514868,van,1647,Thu A
1649,Mon Aug  9 02:19:52 2021,5565372,car,1648,Mon A
1650,Sat Aug 21 04:34:44 2021,1417541,car,1649,Mon A
1651,Fri Aug  6 03:43:08 2021,952817,car,1650,Sat A
1652,Sat Aug 14 09:47:52 2021,3582019,van,1651,Fri A
1653,Fri Aug  6 05:53:41 2021,2530612,car,1652,Sat A
1654,Sat Aug  7 13:34:29 2021,887178,car,1653,Fri A
1655,Fri Jul 30 15:46:40 2021,9282780,truck,1654,Sat A
1656,Fri Aug  6 21:11:31 2021,9074239,car,1655,Fri J
1657,Sun Aug 22 09:59:04 2021,8334354,car,1656,Fri A
1658,Sun Aug 22 11:23:07 2021,3603215,car,1657,Sun A
1659,Fri Aug 20 13:23:51 2021,1380705,truck,1658,Sun A
1660,Tue Aug 17 04:47:15 2021,5571481,van,1659,Fri A
1661,Sat Aug 14 22:33:36 2021,3304683,car,1660,Tue A
1662,Thu Aug 19 10:59:49 2021,8693467,car,1661,Sat A
1663,Sat Jul 31 20:14:11 2021,7947981,truck,1662,Thu A
1664,Sun Aug 15 17:27:28 2021,396655,truck,1663,Sat J
1665,Wed Aug  4 21:23:36 2021,3316639,car,1664,Sun A
1666,Mon Aug  2 15:26:48 2021,1479859,car,1665,Wed A
1667,Sat Aug 14 03:53:53 2021,6815648,truck,1666,Mon A
1668,Fri Jul 30 01:50:17 2021,8546054,van,1667,Sat A
1669,Mon Aug  9 08:57:30 2021,2786321,van,1668,Fri J
1670,Sat Jul 31 15:43:26 2021,617518,truck,1669,Mon A
1671,Sun Aug 15 17:57:07 2021,8834471,truck,1670,Sat J
1672,Sun Aug 22 12:34:26 2021,6804769,truck,1671,Sun A
1673,Mon Aug  2 10:42:17 2021,7838323,car,1672,Sun A
1674,Thu Aug  5 10:58:06 2021,2271233,truck,1673,Mon A
1675,Sun Aug  1 22:44:14 2021,8195337,car,1674,Thu A
1676,Sat Aug  7 18:32:02 2021,8280015,truck,1675,Sun A
1677,Fri Aug 20 07:25:47 2021,8497728,car,1676,Sat A
1678,Mon Aug  9 23:45:56 2021,356999,car,1677,Fri A
1679,Thu Aug  5 09:47:49 2021,3490921,car,1678,Mon A
1680,Sun Aug  1 21:54:29 2021,7529037,truck,1679,Thu A
1681,Fri Aug  6 20:40:13 2021,2627606,car,1680,Sun A
1682,Fri Aug 13 09:03:05 2021,204387,truck,1681,Fri A
1683,Mon Aug 16 20:03:46 2021,2773937,car,1682,Fri A
1684,Mon Aug 16 17:16:38 2021,2832962,car,1683,Mon A
